order_id,user_id,order_dow,order_hour_of_day
43302,1322,2,11
33974,1325,2,6
54483,1325,0,17
88380,1326,4,12
95736,1330,3,20
24027,1332,0,18
91337,1339,3,16
66977,1340,5,8
22879,1342,4,12
93022,1344,2,18
61993,1344,4,10
3655,1344,3,13
87091,1345,2,18
27026,1350,2,10
105363,1351,1,11
68330,1352,0,14
81683,1352,4,11
103434,1362,3,13
73904,1365,6,13
84632,1365,5,15
90933,1365,6,16
12871,1368,6,18
12491,1372,0,13
15468,1373,4,16
64027,1375,0,10
2863,1378,2,14
60016,1378,5,9
3283,1381,6,12
83203,1386,5,16
18871,1387,4,20
45153,1387,4,14
52613,1387,0,9
38146,1388,4,17
34609,1390,1,14
40134,1391,0,16
62568,1396,3,18
45196,1400,1,9
96826,1401,4,7
16626,1402,0,11
46203,1406,6,18
97081,1409,1,2
84206,1409,4,14
65591,1409,0,10
22388,1413,5,18
40522,1415,1,17
1563,1417,6,10
85560,1420,3,13
38145,1420,4,8
4814,1423,6,11
38817,1424,4,9
102461,1424,0,14
50265,1424,4,8
97526,1424,6,10
108549,1424,1,13
59413,1424,3,13
24846,1427,6,23
1944,1427,6,21
48602,1427,2,7
49804,1428,2,17
22848,1428,1,13
86537,1436,0,12
34101,1437,4,9
105499,1438,1,13
835,1440,2,14
36477,1443,0,17
105143,1443,6,22
83625,1447,0,13
72275,1448,4,15
69137,1449,5,20
86142,1454,5,12
82904,1455,6,20
64334,1462,0,12
36883,1468,1,18
98665,1468,2,18
92899,1469,4,13
85403,1473,5,11
75468,1474,0,12
89758,1475,0,20
45221,1483,3,8
58672,1484,0,13
68908,1486,6,16
12170,1487,3,12
7990,1487,1,10
88187,1489,0,13
52502,1492,1,12
88302,1493,4,13
22881,1496,0,9
2383,1498,5,8
6537,1503,3,21
62190,1504,3,16
66060,1509,3,11
107503,1509,2,15
71585,1513,1,8
91068,1513,6,8
31797,1519,3,11
2327,1519,3,8
73785,1526,5,14
50605,1527,1,10
57001,1530,2,15
15143,1531,0,6
78716,1535,4,12
84518,1537,6,8
108221,1537,5,18
42273,1537,2,17
27619,1537,6,10
68066,1537,5,16
72111,1538,6,18
83963,1538,4,18
93887,1542,4,12
70421,1544,3,16
43589,1545,2,16
8524,1548,5,16
28791,1549,2,19
49855,1549,6,14
70571,1549,4,6
84510,1553,0,19
89642,1553,0,18
60030,1553,5,14
26175,1553,6,2
84681,1553,1,15
54164,1559,0,10
77759,1563,2,12
57998,1563,3,10
36449,1563,4,17
107402,1563,6,16
75436,1564,6,15
54105,1569,4,15
67829,1570,5,17
53442,1572,1,9
64583,1574,4,19
70770,1574,0,18
23215,1578,5,20
20514,1579,1,11
70062,1581,6,9
68479,1581,2,15
40802,1581,3,11
60947,1581,3,10
50673,1581,4,12
80066,1582,3,17
108158,1587,1,11
84810,1597,2,14
98678,1601,1,12
3666,1602,0,11
36199,1606,5,17
96756,1610,4,13
47553,1611,6,14
61767,1614,1,14
10572,1615,0,8
73645,1615,0,6
106036,1615,0,6
15744,1617,1,9
70569,1617,6,10
64855,1622,2,17
40795,1623,0,14
9282,1623,0,8
4548,1623,6,9
48611,1623,5,13
17346,1627,5,10
7754,1629,3,18
35000,1630,0,17
13660,1632,6,19
84910,1633,0,10
67069,1634,3,10
41773,1642,3,10
9872,1642,3,8
100523,1642,1,10
75427,1644,4,15
71151,1645,4,10
58185,1647,3,14
109841,1648,5,20
100937,1654,4,10
10989,1657,1,7
36372,1658,5,11
10803,1658,4,11
36098,1659,5,14
31372,1663,0,17
62864,1666,5,20
106762,1666,5,8
24886,1666,4,6
16249,1667,5,15
31355,1672,1,19
9810,1676,2,16
87400,1679,3,18
15132,1679,0,17
53742,1680,2,14
101927,1681,4,13
56653,1682,0,13
23681,1683,3,16
28670,1683,2,15
52543,1683,6,13
74692,1683,0,9
17772,1683,3,8
45858,1683,0,19
69536,1689,1,13
97368,1695,0,14
98770,1695,5,14
9754,1696,1,16
18168,1697,1,20
72911,1699,3,8
75478,1702,6,13
47572,1704,2,12
66434,1705,4,12
66475,1706,3,8
74830,1707,4,11
6125,1710,5,9
16267,1712,1,18
110047,1716,1,9
25003,1716,1,10
103329,1716,3,18
53968,1718,2,13
101493,1719,0,13
23884,1719,0,14
104322,1725,4,14
105490,1727,6,17
19755,1727,2,16
43341,1732,4,10
21784,1737,1,12
36926,1741,1,8
59685,1742,5,15
25042,1743,3,18
83245,1743,2,17
89001,1743,1,17
77808,1745,2,18
6011,1746,4,8
27133,1748,2,9
7974,1750,1,14
19980,1750,1,12
90631,1750,0,9
91970,1751,0,14
5228,1753,6,11
39083,1753,1,10
92575,1753,4,15
99353,1754,3,16
40436,1754,0,13
43993,1755,2,22
31303,1756,5,12
47471,1756,6,16
85300,1758,2,10
69819,1759,2,15
39428,1764,6,11
22610,1764,3,15
5146,1767,5,5
99478,1767,3,11
78888,1772,1,15
79041,1773,6,22
83211,1774,2,19
104677,1776,4,13
46504,1776,4,11
15496,1778,0,21
104217,1781,0,17
51693,1791,0,16
21953,1793,2,9
27867,1793,3,0
42342,1793,0,19
87392,1800,0,7
62468,1803,2,13
46804,1809,0,17
61766,1811,3,14
67643,1814,2,7
56129,1815,0,11
5853,1815,0,14
106373,5825,4,16
72861,5826,1,16
78340,5833,3,18
71490,5837,6,15
9968,5848,1,12
101526,5852,3,10
78077,5854,2,10
755,5860,3,12
58308,5862,4,9
76361,5863,6,9
62761,5864,5,9
55004,5865,0,17
79729,5870,4,19
31742,5875,6,23
68713,5877,0,18
49391,5881,0,14
87216,5887,4,9
64371,5888,0,13
102844,5889,1,22
101801,5890,2,13
63704,5894,1,7
55390,5895,2,15
9216,5897,1,14
5125,5897,2,16
24076,5900,6,13
3319,5902,5,21
884,5910,3,10
88036,5910,5,13
82991,5911,4,16
36307,5912,6,10
52481,5912,6,16
70178,5912,3,12
70739,5913,2,17
28700,5914,1,12
69186,5916,0,14
76193,5917,1,11
31470,5917,1,11
100623,5920,6,12
104578,5927,0,20
33199,5927,3,8
289,5927,0,8
91855,5929,4,20
22183,5932,2,18
81728,5932,4,17
99021,5932,0,16
77693,5932,4,13
33242,5934,0,20
2845,5937,6,12
4103,5938,5,18
91269,5941,1,19
2836,5942,4,17
35685,5943,6,7
71233,5946,4,13
7485,5946,6,18
43205,1817,0,11
101541,1819,5,14
88020,1819,1,12
95480,1820,0,15
36077,1822,0,9
27566,1824,6,14
102362,1826,2,16
53379,1828,6,12
14311,1828,6,8
53282,1830,6,13
93481,1830,0,15
91546,1833,6,15
44851,1833,3,17
52704,1837,6,13
76385,1838,5,13
23531,1839,4,10
100621,1843,6,14
45068,1845,1,14
79738,1847,0,13
85059,1850,4,10
40291,1850,4,8
61408,1850,5,13
13462,1850,4,12
13561,1850,4,12
107426,1850,5,9
91254,1859,1,20
33809,1859,0,19
73351,1861,3,15
45701,1862,5,10
29153,1862,3,18
109905,1866,1,21
24061,1866,6,9
21343,1866,0,21
59617,1866,6,10
20981,1867,0,14
51291,1868,1,17
377,1868,1,13
49052,1868,5,14
708,1873,0,17
13833,1874,0,15
71989,1878,6,20
70418,1882,3,15
102748,1885,1,10
94907,1886,1,16
78655,1887,3,17
71199,1890,6,14
10424,1899,0,14
29127,1899,4,18
13309,1901,1,22
110104,1909,1,13
57678,1909,5,9
86225,1918,1,9
5983,1920,0,9
4758,1920,0,22
16246,1922,1,14
96647,1923,0,15
12602,1923,6,10
100106,1925,1,13
52358,1927,2,7
58628,1927,3,19
37606,1928,1,8
29599,1930,3,8
60838,1930,1,8
25580,1932,1,12
53957,1935,0,15
33327,1937,3,10
71221,1937,5,14
38149,1941,4,10
89662,1943,0,15
23394,1943,1,19
44855,1947,6,17
8884,1948,0,22
28266,1948,3,17
66189,1949,4,18
90894,1955,2,9
21578,1955,2,18
10444,1955,0,15
37588,1958,4,13
33608,1958,1,13
11683,1958,1,11
90999,1963,1,17
57764,1965,1,9
55597,1968,4,10
88114,1971,2,11
60787,1976,1,18
17800,1976,3,18
66382,1977,0,10
82042,1982,1,11
44117,1983,0,9
22147,1983,0,9
98312,1987,2,15
32849,1989,5,11
54388,1990,1,20
33802,1992,5,8
24280,1993,3,9
59387,1994,0,11
75224,1996,4,11
55928,2010,6,18
10421,2011,0,8
59558,2011,3,8
43776,2012,3,18
7849,2013,5,22
82381,2017,2,14
91935,2018,4,19
25066,2018,6,9
89455,2022,1,13
110115,2022,0,11
8202,2022,0,9
51992,2022,6,16
81664,2024,1,17
87621,2031,6,12
35827,2033,0,9
13516,2033,3,10
97370,2039,0,16
40528,2045,0,11
19523,2049,1,14
30923,2053,6,9
24109,2055,0,17
43976,2055,6,20
14589,2055,4,18
26716,2055,4,12
42917,2057,5,17
83107,2058,4,8
63470,2058,1,13
7585,2059,2,12
98538,2062,5,18
88334,2071,2,17
29416,2075,5,13
7761,2075,2,12
74324,2081,4,21
50689,2082,4,21
19027,2083,0,11
23226,2084,1,12
44909,2085,1,13
2142,2086,6,16
51563,2086,3,15
90307,2087,0,10
103478,2087,0,16
13109,2092,1,18
73446,2095,3,16
61368,2097,3,9
105018,2100,3,18
103864,2102,1,13
18102,2103,2,19
34176,2115,4,8
65826,2116,0,12
28810,2117,3,9
23280,2118,2,9
100181,2121,5,19
16907,2121,2,17
50964,2124,5,17
13219,2130,2,12
23925,2131,1,14
59560,2132,6,10
60425,2134,0,11
55842,2143,1,13
21947,2150,0,12
22483,2152,2,17
61603,2153,4,17
53394,2155,1,16
83931,2157,5,8
80288,2157,4,10
44823,2160,1,11
32198,2160,4,9
96356,2160,4,9
27601,2162,4,14
86675,2162,4,12
51191,2163,5,11
50222,2165,6,10
88868,2166,2,16
9299,2173,2,6
32084,2175,4,12
15579,2175,5,19
39208,2175,5,18
28987,2175,6,17
89594,2175,4,15
28635,2175,2,13
45537,2175,6,16
40626,2180,5,10
75667,2181,4,14
69544,2184,1,10
5845,2184,5,12
80123,2185,2,12
42752,2190,3,22
