product_id,product_name,aisle_id,department_id
246,Triple-Acting Laundry Stain Remover,75,17
248,Dried Sweetened Cranberries,117,19
254,Honey Mustard,72,13
256,Island Fruits Fruit Snacks,50,19
257,Key Lime Soda,77,7
258,Vegetable Pot Pie,38,1
260,Cantaloupe,24,4
261,Organic Southwestern Burrito,38,1
262,Petite Dill Pickles,110,13
263,Red Food Color,97,13
264,Non-Fat Blueberry on the Bottom Greek Yogurt,120,16
267,Triple Chocolate Ripple,37,1
270,OneZip Storage Bags Quart Size Value Pack,85,17
271,TAI PEI      14OZ.SWEET & SOUR CHKN,38,1
273,Thin Stackers Brown Rice  Salt Free,107,19
274,Snack Bags,87,17
275,Caramel Sauce,103,19
276,French Vanilla Ice Cream,37,1
277,Diet Root Beer,77,7
278,Instant Mashed Potatoes,4,9
279,Everyday Detox Dandelion Tea,94,7
280,Makeup Remover Cleansing Towelettes,73,11
281,Chai Tea Bags,94,7
283,Organic Whole Wheat Elbows,131,9
284,Organic Spicy Heirloom Marinara Sauce,9,9
285,Mini Nilla Wafers Munch Pack,61,19
286,Lite Poppy Seed Dressing Lite,89,13
287,Turkey,96,20
288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,130,14
290,Organic Peppermint Lemonade,31,7
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,41,8
294,Minis Original Saltine Crackers,78,19
300,Organic Enriched Unbleached White Flour,17,13
303,Candy Original,45,19
305,Wild Forest Raw Neem Honey,29,13
307,Precious Mozzarella Cheese,21,16
310,Crackers Puffed Corn Quinoa & Sesame,78,19
311,Naturals Savory Turkey Breakfast Sausage,52,1
315,Creamy Italian Dressing Marinade,89,13
317,Best Grains Honey & Crunch Oat Bread,112,3
319,Steamfresh Chef's Favorites Lightly Sauced Roasted Red Potatoes & Green Beans,116,1
322,Brooklyn Pizza Dough,79,1
325,Veggie-Style Mini Corn Dogs,42,1
327,Green Peas Organic Petite,116,1
329,Organic Whole Grassmilk Milk,84,16
330,Chilpotles in Adobo Sauce,30,6
331,Organic Lemon Gingersnap,61,19
332,Raspberry Fig Bars,3,19
335,Blueberry Kombucha,31,7
340,Eco-Pac Kamut Puffs Cereal,121,14
342,Complete Health Deboned Chicken Chicken Meal and Rice Cat Food,41,8
343,Organic Whole Peeled Baby Carrots,123,4
347,Vegetable Salad Kit Sweet Kale,123,4
348,Super Slimming Herbal Tea,94,7
349,Organic Granulated Tapioca,17,13
350,Mixed 12 Pack Lion's Share Ale,27,5
351,Go Fresh Nutrium Moisture Body Wash Blue Fig & Orange Blossom Scent,127,11
352,Colby Jack & Mild Cheddar Combo Pack,21,16
354,Twist n Loc Small Round Containers + Lids,85,17
358,Frozen All Butter Pound Cake,119,1
359,Deli Thin-Sliced Honey Ham,96,20
360,Whole Wheat Spanakopita,129,1
361,Day and Night Multi-Symptom and Severe Cold & Cough Pain Reliever/Fever Reducer,11,11
365,Cheerios Cereal,121,14
366,Vitamin C 1000 Mg Tropical Drink Mix Dietary Supplement,47,11
367,Ultimate Omega 1000 mg Lemon Soft Gels,47,11
372,Moisture Rich Sweet Orange & Argan Conditioner,22,11
377,Chunky Beef with Vegetables & Brown Rice Dog Food,40,8
378,Powerball Quantum Max Shine & Protect Automatic Dishwasher Detergent,74,17
380,Clementine Bag,123,4
382,Sugar Free Mint Patties,45,19
383,Breaded Chicken Breast Tenders,34,1
388,Stove Top Stuffing Mix for Turkey,4,9
389,Mache Blend,123,4
390,Super Enzymes,47,11
391,Organic Yukon Gold Potato Bag,83,4
397,Pure Granulated Cane Sugar,17,13
400,Grass-Fed Yogurt Blueberry Cardamom,120,16
401,Flat Floss Antiplaque Naturally Waxed Spearmint,20,11
402,100% Pure Beef Homestyle Patties,34,1
403,Ultra Thin Pastrami,96,20
404,Reg; Organic Apple Cider Vinegar 16 Fl Oz,19,13
405,100% Organic Diced Tomatoes,81,15
408,Pink Vitamin C 1000 Mg Pink Lemonade Drink Mix,47,11
414,Gluten Free Chicken Rustica Pizza,79,1
415,16 oz Cold Cups,111,17
418,Whole Grain Linguine Pasta,131,9
419,Light & Fit Strawberry Cheesecake Greek Nonfat Yogurt,120,16
421,Garlic & Herb Fresh Goat Cheese,21,16
422,Mix-Up Flamin' Hot & Cheezy Mix Flavored Snack Mix,107,19
424,Linguine Pasta,131,9
427,Italian Style Panko Breadcrumbs,5,13
428,Everyday Mega Pack Paper Plates,111,17
429,Dark Red Kidney Beans,59,15
432,Vanilla Almond Breeze Almond Milk,91,16
435,Dark Chocolate Raisins,50,19
436,Petite Brussels Sprouts,116,1
437,Strawberry Cheesecake Nonfat Yogurt,100,21
442,Sliced Chicken Entree Cat Food,41,8
443,Ultra Power Plus Laundry Detergent 54 loads,75,17
444,Special Recipe Italian Bread,112,3
445,Almond Honey Protein+ Bar,3,19
446,Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,120,16
449,Chips Ahoy! Chewy Cookies,61,19
452,Sleepytime Sinus Soother Herbal Tea,94,7
453,Hummus Wrap,13,20
455,Ibuprofen Liquid Gels,133,11
456,Sparkling Blueberry,77,7
457,Whole Wheat Fig Bar,48,14
459,Honey Vanilla Greek Yogurt,120,16
462,Fiber 4g Gummy Dietary Supplement,70,11
465,100% Natural Just Peaches,50,19
466,Old Fashioned Vegetable Beef Soup,69,15
467,Soup Lower Sodium Organic Split Pea,69,15
468,Kabocha Squash,83,4
480,Slow Churned Mint Chocolate Chip Ice Cream,37,1
481,Black Peppercorns,104,13
484,Plain Greek Goat Yogurt,120,16
486,Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,120,16
488,Organic Orange Turmeric Juice,31,7
491,Pompelmo Water,100,21
493,Pear and Blueberry Baby Breakfast,92,18
495,Pure Cane Granulated W/Spout Sugar,17,13
497,Mascarpone Pistachio Caramel Gelato,37,1
498,Daily Moisture Shampoo,22,11
500,Non-Scratch Scrub Sponges,114,17
501,Proactive Health Mature Adult Hairball Care Cat Food,41,8
502,Frozen Desserts Fit Salted Caramel,37,1
503,Wild Rice Blend,68,10
505,100% Natural String Cheese Mozzarella Cheese,21,16
507,Tikka Masala Curry Sauce,72,13
508,Freeze-Dried Edamame Veggie Snack,50,19
512,Multigrain Pop Cakes,107,19
514,Freezer Safe Pint Jars Wide Mouth,85,17
515,Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,120,16
516,American Cheese Slices,21,16
517,French Rolls,43,3
518,Turkey Meatloaf & Mashed Potatoes,38,1
519,Antioxidant Infusions Brasilia Blueberry,31,7
521,Daily Shower Cleaner Ylang Ylang,114,17
522,Coffee Liqueur,124,5
523,Biotin & Collagen Shampoo,22,11
524,in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,92,18
527,Invigorating Face Wash Men,73,11
528,Tasty Treasures Cat Food Variety Pack,41,8
531,Adult Dog Formula Dog Food,40,8
535,Rescue Remedy,6,2
536,Belgian Waffles,52,1
537,Kosher Dill Babies,110,13
541,with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs,74,17
542,Medium to Firm Hold Hair Styling Foam,22,11
544,Classic Original Hummus,67,20
546,Tomatillo Salsa,51,13
548,Hi-Chew Strawberry Fruit,66,6
550,Granola Veritas Organic,57,14
552,Organic Mango Peach Carrot Kickstart Smoothie,116,1
554,Turkey Chili,1,20
566,Organic Thin Sliced 100% Whole Wheat Bread,112,3
575,Organic Medium Yellow Thai Curry,72,13
576,Vanilla Sugar Cookies,61,19
577,Liqui-Gels Softgels Dye-Free Allergy,11,11
578,10\" Bamboo Skewers,10,17
581,Garnet Sweet Potato (Yam),83,4
585,Pretzel Thins Parmesan Herb Crackers,78,19
586,Geranium Daily Bar Soap,25,11
587,Air Effects Gain Island Fresh,101,17
588,Special K Original Cereal,121,14
593,Linguine No. 6,131,9
594,Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,3,19
597,Chicken & Brown Rice Formula Cat Food,41,8
598,Cabernet Sauvignon California,28,5
600,Thick & Zesty Spaghetti Sauce Mix,104,13
601,Organic Crunchy Slaw Americana Salad,123,4
602,Banana Chocolate Chip,52,1
605,Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,75,17
606,Salted Caramel Ice Cream,37,1
607,Goober Strawberry,88,13
608,Sparkling Lemon Seltzer Water,115,7
611,Uncured Hard Salami,96,20
612,Rice Extra Long Grain Enriched,63,9
613,Infinity Always Infinity Size 2 Super Pads with Wings Unscented 16 ct Feminine Care,126,11
614,Plain Dairy-Free Probiotic Drinkable Cashewgurt,100,21
615,Supreme Pretzel Crackers,107,19
616,Silken Tofu,14,20
617,Organic Mozzarella,21,16
623,Fun Size Snacks,45,19
625,Chicken Breast Nuggets Dinosaur Shaped,34,1
626,Organic Hearty Garden Vegetable Soup,69,15
627,Low Fat Honey Graham Crackers,61,19
628,Fresh Oj,98,7
629,Probiotics Women 50 & Wiser Vegetarian Capsules,70,11
630,Snack Size Candy,45,19
631,Original Puffcorn,107,19
632,Satin Care Sensitive Skin Shave Gel,55,11
633,Coconut Milk Creamer Barista Style Original,91,16
635,Little Bites Snickerdoodle Muffins,61,19
638,Won Ton Wrappers,66,6
639,Green Berry Rush Juice Drink,98,7
640,Spicy Tomato & Basil Pasta Sauce,9,9
642,Three Cheese Ravioli,12,9
644,Organic Southwestern Vegetable Soup,69,15
645,Prenatal One Tablets,47,11
646,Organic Fruit Punch,98,7
648,Elbow Macaroni,131,9
649,Classic coke,77,7
651,Organic Salted Butter,36,16
653,Flax Oat Bran & Whole Wheat Flour Tortillas,128,3
659,Zero Strawberry Lemon,115,7
662,Ultra Concentrated Antibacterial Hand Soap Lemon Scent Dishwashing Liquid,74,17
663,Pico De Gallo,67,20
664,Cream Style Corn,81,15
666,Whole Wheat Loaves,112,3
669,The Santa Cruz Burrito,38,1
670,Coconut Drink Vanilla,91,16
671,Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,4,9
673,Chicken Base,69,15
674,Sponge Blossoms,114,17
675,Thin Cakes Puffed Multigrain,78,19
677,Peach Aloe Vera Drink,98,7
682,Cruisers Diapers Jumbo Pack - Size 5,56,18
683,Town House Sea Salt & Olive Oil Flatbread Crisps,78,19
685,Organic Porcini Mushroom Risotto,4,9
689,Antibacterial Pomegranate & Tangerine Hand Soap with Moisturizer,127,11
691,Organic Promise Strawberry Fields Cereal,121,14
692,Skirt Steak,122,12
694,Greek & Chia Blood Orange Yogurt,120,16
695,Diet Dr Pepper Bottles,77,7
696,Tea Tree Replenishing Shampoo,22,11
697,Quick Cooking Steel Cut Oats,130,14
699,Sugo Rosa Pasta Sauce,9,9
702,Cheese Spread Port Wine,2,16
703,Traditional No Fat Refried Beans,59,15
705,Fajita Flour Tortillas,128,3
711,Vegetarian Brown  Gravy Mix,5,13
712,Direct Trade El Diablo Dark Roast Whole Bean Coffee,26,7
714,Breakfast Blend Light Roast K-Cup Packs,26,7
717,Sweeper Open Window Fresh Scent Wet Mopping Cloths Refill,114,17
722,Snack Sticks Chicken & Rice Recipe Dog Treats,40,8
723,Movie Theater Butter Pop Corn,23,19
724,Pods Spring Meadow Detergent + Stain Remover + Brightener,75,17
726,Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,23,19
731,Wild Mushroom Vegetarian Quarter Loaf,14,20
735,Four Cheese Pizza Frozen Sandwiches,129,1
737,100% Whole Wheat Flour Burrito Tortillas,128,3
738,Almond Breeze Unsweetened Almond Coconut Milk Blend,91,16
740,Celery Heart,123,4
742,Organic Raw Coconut Aminos,72,13
743,Pepperoni Party Pizza,79,1
744,Organic Four Bean Feast Baby Food,92,18
747,Xylitol Sweetener,17,13
755,Skim Milk sharp Cheddar Cheese Singles,21,16
756,Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,107,19
757,Premium Deli Hard Salami,96,20
758,No Sugar Added The Original Fudge Pops,37,1
759,Pain Reliever and Fever Reducer Cherry Infant Drops,11,11
760,Cracker Trio Selected Favorites,78,19
763,Lemonade Flavor Drink Mix,90,7
765,Swaddlers Diapers Jumbo Pack Size Newborn,56,18
766,Refried Beans Vegetarian,30,6
768,Nacho Grain-Free Tortilla Chips,100,21
769,Sliced American Cheese,21,16
771,Butter Flavor Pan Popcorn,23,19
775,Organic Dried Cranberries,117,19
777,Teensy Fruits Baby Fruit Snacks Berry,92,18
778,All Natural Homestyle California Lemon Limeade,31,7
779,Cat Treats Hair Ball Control Chicken,41,8
780,Breadstick,112,3
781,Organic Shredded Mild Cheddar,21,16
782,85% Lean 15% Fat Ground Turkey (013021),49,12
783,Mega Mag,47,11
784,Organic Vegetable Tray,83,4
788,XXX Acai Blueberry Pomegranate,64,7
789,Ultimate Absorbency Regular Length,126,11
790,Garbanzo Beans,59,15
793,Organic Spinach Quinoa Powermeal Bowl,123,4
794,Pad Thai Rice Noodles,66,6
795,Organic Fuel High Protein Milk Shake Vanilla,65,11
798,Mega Shower Foamer with Ultra Cling Trigger,114,17
801,Advanced Care Skin Renew Anti-Perspirant Deodorant,80,11
806,100% Cranberry Juice Blend,98,7
809,Bolani Pumpkin Filled Flatbread,13,20
810,Organic Honey Mustard,72,13
812,Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,57,14
820,Vanilla Almond Butter Squeeze,88,13
823,Refreshing Ocean Breeze Body Wash,127,11
828,Euro Sponge Cloths,114,17
830,Skinny Wheat Buns,112,3
836,Sliced Onion Bagels,93,3
837,California Merlot,28,5
840,Coco Joe Pumpkin Seeds,117,19
841,Thick Cut Italian 7-Herb Blend Crispbreads,78,19
844,Polska Kielbasa,106,12
845,NyQuil Severe Cold & Flu,11,11
849,Blueberry & Banana Tiny Fruits Freeze Dried Snacks,92,18
850,Crunchy & Soft Taco Dinner Kit,30,6
852,Light String Cheese,21,16
853,Crunchy Granola Bars Variety Pack,48,14
854,Traditional Red Miso,66,6
857,Grilled Asparagus,123,4
859,2-Ply Everyday Napkins,54,17
861,Every Woman Multivitamin,47,11
863,ArtiHearts Fresh Grilled Artichokes,123,4
865,Automatic Toilet Bowl Cleaner Bleach & Blue Rain Clean Scent Pack,114,17
872,Power Greens,31,7
873,Graduates Lil' Meals Spaghetti Rings In Meat Sauce,92,18
874,Cherry Pie,8,3
875,Ginger Berry Kombucha,31,7
877,Ultra-Filtered Whole Milk,84,16
878,Moisturizing Lavender Body Wash,25,11
879,Baby Dry Diapers Size 4,56,18
880,Organic Smooth Move Chamomile Laxative Tea Bags,94,7
881,Heavy Duty Scrub Sponges,114,17
884,Dried Parsley Flakes,104,13
885,Lunchmakers Pizza Pepperoni with Nestle Crunch Bar,13,20
888,Clean Freak Refreshing Dry Shampoo,22,11
889,Oatnut Bread,112,3
890,Organic Diced Tomatoes,81,15
892,White Tea Lavender Probiotic Kefir Water No. 2,94,7
893,Vitamin E Oil 45000 IU,109,11
894,Greek 100 Calories Vanilla Fat Free Yogurt,120,16
895,YoKids Squeeze Organic Blueberry Blue Yogurt,120,16
898,Saucy Ginger Mandarin Dressing,89,13
900,Fava Crisps Santa Barbara Ranch,107,19
903,Gluten Free Sugar Cones,103,19
904,Tofu Gluten Free Garlic Pepper,14,20
907,Premium Sliced Bacon,106,12
908,Onion & Herb Salt-Free Seasoning Blend,104,13
913,Dry Pasta Lasagne,131,9
914,Cold & Cough Formula Effervescent Tablets Citrus,11,11
917,All Time Great's Candy Assortment,45,19
920,Coconut Yogurt,120,16
921,Black Salt Caramel Dark Chocolate Bar,45,19
925,Southern Style Diced Hash Brown Potatoes,129,1
926,Crispy Thin Crust White Pizza,79,1
927,Cabernet Sauvignon Central Coast 2011,28,5
928,Chunky Classic Chicken Noodle Soup,69,15
930,ULTRACLEAN™ Cool Mint ULTRACLEAN™,20,11
932,Vegetable Pie In A Pocket Sandwich,38,1
933,Roarin' Waters Wild Cherry Water Beverage,98,7
935,Premium Apple Juice,98,7
937,Buffalo Style Chicken Strips,129,1
938,Disinfectant Spray Crisp Linen Scent,114,17
939,Annie's Bunny Fruit Snacks Variety,50,19
940,Bathroom Tissue,54,17
941,Smoked Atlantic Nova Salmon,15,12
945,Fruit Punch Juice Drink,98,7
952,Flaxseed Meal Whole Ground,17,13
953,Plain Fat Free Yogurt,120,16
955,Cheddar Chex Mix,125,19
959,Chicken & Vegetable Stir Fry Café Steamers,38,1
961,Grape Sunflower Butter Sunwiches,13,20
966,Pear Hard Cider,27,5
967,Gluten Free Soft & Chewy Snicker Doodle Cookies,8,3
968,Zipper Bags Sandwich - 50 CT,85,17
969,Petite Green Peas,116,1
970,Salmon and Tuna Formula Dry Cat Food,41,8
972,Linguine No 7 Pasta,131,9
975,Creamy Vanilla Soy Milk Frozen Dessert,37,1
976,Cavity Protection Regular Flavor Toothpaste,20,11
977,Deli Spicy Brown Mustard,72,13
980,Automatic Toilet Bowl Cleaner with Bleach,114,17
981,Garlic Naan,128,3
982,Aged Gouda Cheese,2,16
983,Strawberry Pomegranate,3,19
984,Cucumber Witch Hazel With Aloe Vera,109,11
987,Naturals Antiseptic Adult Mouthwash Herbal Mint,20,11
990,Diced Pancetta,96,20
994,Shake n Pour Buttermilk Pancake Mix,130,14
995,Sausage Smoked Sweet German Brand,106,12
996,Honey Cinnamon Nut-Thins  Crackers,125,19
997,Mini Double Chocolate Ice Cream Bars,37,1
1000,Apricots,18,10
1003,Organic Turkey Bone Broth,5,13
1004,Vitamin E Moisture Rich Shampoo for Dry or Damaged Hair,22,11
1005,China Green Tips Green Tea,94,7
1006,Philadelphia Cream Cheese,108,16
1007,Baby Cookies Apple + Ginger,92,18
1008,Red Rice Crackers,78,19
1010,Agar Agar Powder,6,2
1012,Black Tea English Breakfast K-Cups,94,7
1017,Strawberry Banana Juice,31,7
1018,Kids Organic Mashups Squeezable Fruit Strawberry Banana,92,18
1022,Marshmallow,88,13
1023,Shea Butter Body Wash,127,11
1025,Organic Fresh Basil,16,4
1027,Organic Old World Flatbreads Pizza Crust,128,3
1028,Organic Oat Bread,112,3
1032,Fat Free Crumbled Feta,21,16
1034,Medium Soup & Salad Containers + Lids,85,17
1035,Chamomile Citrus Caffeine Free Herbal Tea Artisan Whole Leaf Pouches,94,7
1037,Golden Potato Buns,43,3
1039,Free & Clear Unscented Refill Value Packs Baby Wipes,56,18
1047,Cinnamon Sugar Butter Tub,36,16
1048,Yogurt Cheese with Probiotic,21,16
1052,Curl Enhancing Shea Butter Leave-In Conditioner,22,11
1057,Basil Asiago & Pine Nut Pesto Ravioli,13,20
1062,Fully Cooked Turkey Sausage Links,106,12
1063,Extra Dark Chocolate Baking Chips,17,13
1065,Freshmints,46,19
1067,Heavy Duty Compostable Bowls 16 oz,111,17
1069,100% Oatnut Bread,112,3
1070,Spicy Chicken Breast Patties,34,1
1072,Mini Treats Pretzels,107,19
1073,Carving Board Oven Roasted Turkey,96,20
1074,German Bologna,96,20
1076,Yellow Corn Taco Dinner Kit,30,6
1078,French Vanilla Creme Protein Energy Bars,3,19
1080,Salad Cobb,123,4
1084,Light Ice Cream Vanilla,37,1
1086,Jack's Special Salsa Medium Hot,51,13
1087,Sunrise Crunchy Cinnamon Cereal,121,14
1090,Shells & Real Aged Cheddar Macaroni & Cheese,4,9
1094,Kids Strawberry Yogurt Tubes,120,16
1096,9.5 pH Super Hydrating Purified Water,115,7
1097,Sonoma County Sauvignon Blanc,62,5
1099,Cuties Non Dairy Vanilla Frozen Dessert Sandwiches,37,1
1100,Balanced Breaks White Cheddar with Sea Salted Roasted Almonds and Dried Cranberries,108,16
1103,Hickory Smoked Turkey Breast,96,20
1104,Plain Yogurt,120,16
1106,Cranberry Almond Plus Antioxidants 1.4 oz Fruit & Nut Bars,3,19
1107,No Scratch Scrubber Sponges,114,17
1110,Broccoli Carrots Sugar Snap Peas & Water Chestnuts,116,1
1112,Peach Sparkling Energy Water,64,7
1115,Turkey Bologna,96,20
1117,Turkey Bacon,106,12
1118,Ginger Chia Kombucha,31,7
1120,All American Flame Grilled Veggie Burgers,42,1
1122,Linen & Lilies Laundry Detergent,75,17
1124,Multi-Symptom Relief Caplets,70,11
1126,Estilo Casero Tostadas,128,3
1128,Chocolate Chip Granola Bars,3,19
1131,70% Dark Chocolate,45,19
1132,Homestyle Chicken Noodle Soup Bowl,69,15
1134,The Red ONe: Squished Fruit Smoothies,92,18
1138,Pork Tenderloin,7,12
1139,Whole Wheat Fresh Stack Crackers,78,19
1142,Crystal Rain Trigger Glass Cleaner,114,17
1146,Quality Kraut,110,13
1148,Oxy Power Degreaser Ultra Concentrated Dish Liquid,74,17
1150,AFC Sushi Spicy Salmon Roll Prepared In Store Ready To Eat,13,20
1151,Sesame Teriyaki Sauce & Marinade,5,13
1154,Pomegranate Blueberry Sparkling Water,115,7
1156,Semisweet Chocolate Super Cookie Chips,17,13
1157,Wheat Sandwich Bread,112,3
1158,Mango Chunks,116,1
1159,PODS Laundry Detergent Spring Meadow Scent 16 Count  Laundry,75,17
1160,Pinot Grigio,62,5
1163,Freshener Room & Fabric Relax Lavender with Vanilla,101,17
1168,White Wine Winemaker's Blend California 2010,62,5
1169,Duke Medium Roast Cold Brew Coffee Concentrate,26,7
1172,Organic Berry Fuel Energy Drink,64,7
1176,Garlic Texas Toast,58,1
1177,Italian Style Seasoned Bread Crumbs,112,3
1179,Polar Ice Sugar Free Gum,46,19
1180,Mesquite Uncured Salame,96,20
1181,Mini Watermelon,24,4
1183,Organic Black Seedless Grapes,24,4
1185,Energy Tropical Citrus Vitamin Water Drink,64,7
1186,Original New Orleans Style Dirty Rice Mix,4,9
1188,Indian Bites Samosa & Chutney Spiced Potato Pockets With Peas & Cilantro Chutney,129,1
